enunciado,status_imagem,referencia_imagem,alternativa_a,alternativa_b,alternativa_c,alternativa_d,alternativa_e,banca,ano,especialidade,output_gabarito,output_explicacao,output_grande_area,output_taxa_certeza,processado,output_tema,output_subtema,output_especialidade,exportado
"Um homem de 55 anos sofre uma parada cardiorrespiratória durante esforço físico. Após o atendimento inicial, o eletrocardiograma mostra fibrilação ventricular como ritmo inicial. Qual é a causa cardíaca mais provável dessa parada cardiorrespiratória?",0,,"Miocardite viral, frequentemente associada a bloqueios cardíacos completos.","Infarto agudo do miocárdio, levando a isquemia miocárdica severa e arritmias malignas.","Taponamento cardíaco, causando colapso hemodinâmico por compressão do coração.","Dissecção aguda de aorta, resultando em tamponamento e colapso circulatório.","Síndrome do QT longo, predispondo à taquiarritmia polimórfica.",Iamspe,2024,Acesso Direto,B,"A fibrilação ventricular (FV) é uma arritmia cardíaca maligna que leva à parada cardiorrespiratória. Em um homem de 55 anos que sofre uma parada durante o esforço físico, a causa mais provável é um infarto agudo do miocárdio (IAM). O IAM causa isquemia miocárdica severa, que pode desencadear arritmias ventriculares, incluindo a FV. As outras opções são menos prováveis neste cenário: Miocardite viral raramente causa FV como ritmo inicial, taponamento cardíaco e dissecção aórtica aguda geralmente apresentam outros sinais clínicos proeminentes antes da PCR, e a síndrome do QT longo, embora possa predispor a arritmias, é menos comum como causa de PCR durante esforço em um paciente de 55 anos sem histórico prévio conhecido.",Clínica Médica,95,1,Arritmias Cardíacas,"Fibrilação Ventricular, Infarto Agudo do Miocárdio",Cardiologia,0
O propofol é um dos agentes anestésicos intravenosos mais utilizados atualmente. Qual o principal mecanismo de ação do propofol que explica seu efeito hipnótico?,0,,"O propofol atua como agonista dos receptores NMDA, promovendo a inibição da transmissão sináptica.","O propofol inibe a liberação de acetilcolina nos terminais sinápticos, diminuindo a excitabilidade neuronal.","O propofol bloqueia os canais de sódio voltagem-dependentes, impedindo a despolarização das membranas neuronais.","O propofol facilita a ligação do GABA aos seus receptores, aumentando a condutância de íons cloreto e hiperpolarizando a membrana celular.","O propofol reduz a atividade da adenilciclase, diminuindo a concentração intracelular de AMPC e a atividade neuronal.",Iamspe,2024,Acesso Direto,D,"O propofol é um anestésico intravenoso que exerce seu efeito hipnótico principalmente através da facilitação da ligação do GABA (ácido gama-aminobutírico) aos seus receptores. O GABA é o principal neurotransmissor inibitório no cérebro. Ao aumentar a afinidade do GABA pelos seus receptores, o propofol aumenta a condutância de íons cloreto através do canal iônico associado ao receptor GABAa. Isso causa hiperpolarização da membrana celular, tornando o neurônio menos excitável e, consequentemente, promovendo a hipnose e a anestesia. As outras alternativas descrevem mecanismos de ação de outros fármacos ou efeitos menos relevantes do propofol.",Clínica Médica,98,1,Anestésicos Intravenosos,"Propofol, Mecanismo de Ação",Anestesiologia,0
O BNP é um biomarcador amplamente utilizado na prática clínica para o diagnóstico e manejo da insuficiência cardíaca. Qual das seguintes afirmações sobre o uso do BNP é correta?,0,,Níveis de BNP inferiores a 100 pg/mL praticamente excluem o diagnóstico de insuficiência cardíaca em pacientes com dispneia aguda.,"O BNP é um marcador exclusivo para insuficiência cardíaca, não sendo relevante em outras condições cardiovasculares.",Níveis elevados de BNP não têm correlação com a gravidade da insuficiência cardíaca ou com desfechos clínicos.,"O BNP deve ser utilizado isoladamente para o diagnóstico da insuficiência cardíaca, sem considerar outros exames clínicos.",A dosagem de BNP é irrelevante para o acompanhamento da resposta ao tratamento em pacientes com insuficiência cardíaca.,Iamspe,2024,Acesso Direto,A,"A alternativa correta é a A. Níveis de BNP inferiores a 100 pg/mL têm um alto valor preditivo negativo para insuficiência cardíaca, o que significa que praticamente excluem o diagnóstico em pacientes com dispneia aguda. As outras alternativas estão incorretas porque: B) O BNP também pode estar elevado em outras condições cardiovasculares, como hipertensão pulmonar, cor pulmonale e síndrome coronariana aguda. C) Níveis elevados de BNP se correlacionam com a gravidade da insuficiência cardíaca e com piores desfechos clínicos. D) O BNP é uma ferramenta útil, mas não deve ser utilizado isoladamente para o diagnóstico, sendo necessário considerar outros exames clínicos e a avaliação do paciente. E) A dosagem de BNP é útil para monitorar a resposta ao tratamento em pacientes com insuficiência cardíaca.",Clínica Médica,95,1,Insuficiência Cardíaca,BNP,Cardiologia,0
"O mecanismo de ação da nitroglicerina como vasodilatador em doenças vasculares, incluindo sua aplicação clínica, é descrito corretamente por:",0,,"A nitroglicerina é um antagonista dos receptores de angiotensina II, reduzindo a resistência vascular periférica e a pressão arterial.","A nitroglicerina atua como um bloqueador dos canais de cálcio, diminuindo a entrada de cálcio nas células musculares lisas e causando vasodilatação.","A nitroglicerina é um inibidor da enzima fosfodiesterase-5 (PDE-5), aumentando os níveis de GMPc e promovendo a vasodilatação nas artérias coronárias.","A nitroglicerina é um doador de óxido nítrico (NO), que estimula a produção de GMPc nas células musculares lisas, levando à relaxação e vasodilatação dos vasos sanguíneos.","A nitroglicerina atua como um bloqueador dos receptores beta-adrenérgicos, reduzindo a frequência cardíaca e promovendo a vasodilatação.",Iamspe,2024,Acesso Direto,D,"A nitroglicerina é um profármaco que é convertido em óxido nítrico (NO) no organismo. O NO, por sua vez, ativa a guanilato ciclase, aumentando a produção de GMPc (guanosina monofosfato cíclico) nas células musculares lisas dos vasos sanguíneos. O aumento do GMPc leva à desfosforilação das cadeias leves de miosina, promovendo o relaxamento da musculatura lisa e, consequentemente, a vasodilatação. Esse mecanismo é fundamental para o alívio da angina pectoris e outras condições relacionadas à isquemia miocárdica. As outras alternativas apresentam mecanismos de ação incorretos para a nitroglicerina.",Clínica Médica,98,1,Doença Arterial Coronariana,"Nitroglicerina, Mecanismo de Ação, Vasodilatação",Cardiologia,0
O efeito anti-hipertensivo da Candesartana é mediado por:,0,,Inibição da enzima conversora de angiotensina.,Bloqueio competitivo dos receptores AT1.,Estimulação dos receptores de bradicinina.,Redução da expressão do gene da proteína Gq/11.,Aumento da atividade da enzima vasopeptidase.,Iamspe,2024,Acesso Direto,B,"A Candesartana é um antagonista dos receptores de angiotensina II (ARAII). Os ARAII atuam bloqueando competitivamente os receptores AT1 da angiotensina II. Ao bloquear esses receptores, a angiotensina II não consegue exercer seus efeitos vasoconstritores e de retenção de sódio, resultando na redução da pressão arterial. A inibição da ECA é o mecanismo de ação dos IECA (inibidores da enzima conversora de angiotensina). A estimulação dos receptores de bradicinina não é o mecanismo primário dos ARAII. A redução da expressão do gene da proteína Gq/11 não é diretamente relacionada ao mecanismo de ação dos ARAII. O aumento da atividade da enzima vasopeptidase é o mecanismo de ação dos inibidores da neprilisina, como o sacubitril.",Clínica Médica,98,1,Hipertensão Arterial,Antagonistas dos Receptores de Angiotensina II (ARAII),Cardiologia,0
"Na fisiopatogenia do Diabetes Tipo 2, qual das seguintes afirmações descreve corretamente os mecanismos que levam à resistência à insulina?",0,,"A resistência à insulina no Diabetes Tipo 2é mediada pela inflamação crônica e aumento dos níveis de citocinas inflamatórias, como TNF-a e IL-6, que interferem na sinalização da insulina nos tecidos periféricos.","A resistência à insulina é primariamente causada por uma mutação genética no receptor de insulina, resultando em uma resposta imune que destrói as células ẞ pancreáticas.","A resistência à insulina é um processo autoimune onde OS anticorpos atacam diretamente as células produtoras de insulina, levando à deficiência absoluta de insulina.",O aumento da síntese de glicose hepática devido à hiperatividade da via de gluconeogênese é o único fator contribuinte para a resistência à insulina no Diabetes Tipo 2.,"A resistência à insulina é exclusivamente resultado de uma deficiência na secreção de insulina pelas células ẞ pancreáticas, sem influência de fatores periféricos.",Iamspe,2024,Acesso Direto,A,"A alternativa A descreve corretamente a fisiopatogenia da resistência à insulina no Diabetes Tipo 2. A inflamação crônica, com o aumento de citocinas inflamatórias como TNF-α e IL-6, interfere na sinalização da insulina nos tecidos periféricos, prejudicando a ação da insulina. As outras alternativas contêm informações incorretas: a resistência à insulina não é primariamente causada por mutação genética no receptor de insulina (B), nem é um processo autoimune que destrói as células beta (C). O aumento da glicose hepática contribui, mas não é o único fator (D), e a resistência à insulina não é exclusivamente resultado da deficiência na secreção de insulina (E).",Clínica Médica,95,1,Diabetes Mellitus Tipo 2,Resistência à Insulina,Endocrinologia,0
"No diagnóstico da Doença Pulmonar Obstrutiva Crônica (DPOC), a espirometria é considerada o exame padrão-ouro porque:",0,,Identifica 0 grau de hiperinsuflação pulmonar pela medida da capacidade residual funcional.,"Diferencia o padrão obstrutivo do padrão restritivo, com base no comportamento dos volumes.",Avalia a capacidade vital forçada (CVF) e o volume expiratório forçado no 1° segundo (VEF1).,"Mensura a resistência das vias aéreas ea complacência pulmonar, característicos da DPOC.","Quantifica a reversibilidade do distúrbio ventilatório após broncodilatador, confirmando o diagnóstico.",Iamspe,2024,Acesso Direto,C,"A espirometria é o exame padrão-ouro no diagnóstico da DPOC porque avalia a capacidade vital forçada (CVF) e o volume expiratório forçado no primeiro segundo (VEF1). A relação VEF1/CVF é utilizada para identificar a obstrução ao fluxo aéreo, característica da DPOC. As outras alternativas estão incorretas porque: A) A hiperinsuflação pode ser avaliada, mas não é o principal objetivo da espirometria no diagnóstico da DPOC; B) A espirometria diferencia padrões obstrutivos de restritivos, mas a questão foca no diagnóstico da DPOC; D) A resistência das vias aéreas e a complacência pulmonar podem ser medidas por outros métodos, mas não são o foco da espirometria no diagnóstico da DPOC; E) A reversibilidade com broncodilatador é importante para diferenciar DPOC de asma, mas a espirometria é fundamental para o diagnóstico inicial da obstrução.",Clínica Médica,98,1,Doença Pulmonar Obstrutiva Crônica (DPOC),Diagnóstico por Espirometria,Pneumologia,0
"Paciente de 50 anos, com histórico de dispneia progressiva aos esforços, apresenta pressão arterial pulmonar média de 35 mmHg em repouso, medida por cateterismo cardíaco direito. Após investigação, é diagnosticada com Hipertensão Arterial Pulmonar (HAP) idiopática. Qual dos seguintes mecanismos fisiopatológicos é o principal responsável pela elevação da pressão arterial pulmonar na HAP?",0,,Aumento da pressão venosa pulmonar por disfunção ventricular esquerda.,Aumento do débito cardíaco por shunt intracardíaco esquerda-direita.,Obstrução mecânica da vasculatura pulmonar por êmbolos.,Hipoventilação alveolar com hipoxemia crônica.,Vasoconstrição e remodelamento vascular pulmonar.,Iamspe,2024,Acesso Direto,E,"A Hipertensão Arterial Pulmonar (HAP) idiopática é caracterizada por um aumento progressivo da resistência vascular pulmonar, levando à elevação da pressão arterial pulmonar. O principal mecanismo fisiopatológico envolvido é a vasoconstrição e o remodelamento vascular pulmonar. Esse remodelamento inclui a proliferação de células endoteliais e musculares lisas nas paredes dos vasos pulmonares, resultando em estreitamento e obstrução do lúmen vascular. As outras alternativas estão incorretas porque: A) Aumento da pressão venosa pulmonar por disfunção ventricular esquerda causa hipertensão pulmonar secundária, não idiopática. B) Shunts intracardíacos podem causar hipertensão pulmonar, mas não são o mecanismo primário na HAP idiopática. C) Êmbolos causam hipertensão pulmonar tromboembólica crônica, uma forma distinta de hipertensão pulmonar. D) Hipoventilação alveolar e hipoxemia crônica podem levar à hipertensão pulmonar, mas não são a causa primária da HAP idiopática.",Clínica Médica,98,1,Hipertensão Pulmonar,Fisiopatologia da Hipertensão Arterial Pulmonar Idiopática,Cardiologia,0
"Paciente masculino, 45 anos, portador de pneumonia adquirida na comunidade com isolamento de Streptococcus pneumoniae resistente à penicilina (MIC >2µg/mL) em hemocultura, inicia tratamento com levofloxacino 750mg/dia. Após 72 horas, evolui com piora clínica e nova hemocultura evidencia aumento da MIC para levofloxacino de 0,5 para 4µg/mL. Na análise dos mecanismos moleculares de resistência às fluoroquinolonas e suas implicações terapêuticas, selecione a afirmativa correta:",0,,"A mutação isolada no gene parC da topoisomerase IV confere resistência de alto nível à levofloxacino por ser seu alvo primário em gram-positivos, mantendo sensibilidade à delafloxacino.","O desenvolvimento de resistência durante terapia sugere seleção de subpopulação com mutação prévia em gyrA, sendo improvável mutação de novo em parC no período de 72 horas.","A presença de bomba de efluxo PmrA aumenta a CIM em 4 vezes quando associada à mutação em parC, mantendo atividade bactericida da moxifloxacino pela maior afinidade à DNA girase.","O mecanismo stepwise de resistência inicia com mutação em gyrA seguida de parC em gram-positivos, exigindo dupla mutação para CIM >4µg/mL em isolados selvagens.","A resistência por proteína Qnr plasmidial protege tanto a topoisomerase IV quanto a DNA girase, conferindo resistência cruzada a todas as quinolonas independente da geração.",Iamspe,2024,Acesso Direto,B,"A questão aborda a resistência do *Streptococcus pneumoniae* às fluoroquinolonas, especificamente o levofloxacino. A piora clínica e o aumento da CIM (Concentração Inibitória Mínima) para levofloxacino durante o tratamento sugerem o desenvolvimento de resistência. Vamos analisar as alternativas:

A) INCORRETA: Em gram-positivos, o alvo primário do levofloxacino é a topoisomerase IV (codificada pelo gene *parC*), mas uma mutação isolada geralmente não confere resistência de alto nível. Além disso, a delafloxacino mantém atividade contra cepas resistentes a outras fluoroquinolonas, mas não necessariamente devido à mutação isolada em *parC*.

B) CORRETA: O desenvolvimento rápido de resistência durante a terapia com fluoroquinolonas é frequentemente associado à seleção de subpopulações bacterianas que já possuem mutações pré-existentes, principalmente no gene *gyrA* (que codifica a DNA girase). A ocorrência de uma nova mutação no gene *parC* em um período de 72 horas é menos provável.

C) INCORRETA: A bomba de efluxo PmrA pode contribuir para a resistência, mas o aumento da CIM geralmente não é tão dramático (4 vezes). A moxifloxacino tem maior afinidade pela DNA girase, mas a presença de mutações e bombas de efluxo podem comprometer sua atividade.

D) INCORRETA: Em *S. pneumoniae*, o mecanismo stepwise de resistência geralmente começa com mutações em *parC* (topoisomerase IV) seguidas por mutações em *gyrA* (DNA girase). A necessidade de dupla mutação para CIM > 4µg/mL depende do isolado e das mutações específicas.

E) INCORRETA: A proteína Qnr plasmidial confere resistência de baixo nível e protege tanto a topoisomerase IV quanto a DNA girase, mas não confere resistência cruzada a todas as quinolonas, especialmente as mais novas.

Considerando o cenário clínico e os mecanismos de resistência, a alternativa B é a mais plausível.",Clínica Médica,95,1,Resistência Antimicrobiana,Mecanismos de Resistência às Quinolonas,Infectologia,0
"No tratamento de infecção do trato urinário em gestantes, o antibiótico de escolha é considerado seguro em boa parte da gestação, mas deve ser evitado próximo ao termo devido ao risco de anemia hemolítica neonatal é:",0,,Cefalexina.,Ciprofloxacino.,Sulfametoxazol-trimetoprima.,Doxiciclina.,Nitrofurantoína.,Iamspe,2024,Acesso Direto,E,"A nitrofurantoína é um antibiótico frequentemente utilizado no tratamento de infecções do trato urinário (ITU) em gestantes, sendo considerada segura em grande parte da gravidez. No entanto, seu uso deve ser evitado próximo ao termo (final da gestação) devido ao risco de anemia hemolítica neonatal, especialmente em recém-nascidos com deficiência de G6PD. As outras opções apresentam diferentes considerações: Cefalexina é geralmente segura, mas não é a primeira escolha para ITU não complicada. Ciprofloxacino e Doxiciclina são contraindicados na gravidez devido a riscos para o feto. Sulfametoxazol-trimetoprima também deve ser evitado no primeiro trimestre e próximo ao termo.",Ginecologia e Obstetrícia,95,1,Infecção do Trato Urinário na Gravidez,Antibioticoterapia na Gestação,Obstetrícia,0
"Na abordagem clínica da gonorreia em adultos jovens, preencha corretamente as lacunas com os métodos diagnósticos e tratamentos indicados:
1: O diagnóstico da infecção por Neisseria gonorrhoeae é confirmado principalmente pelo método laboratorial que utiliza amplificação de ácidos nucleicos.
2: O tratamento de primeira linha para gonorreia não complicada é realizado com o uso de um antibiótico de terceira geração, administrado por via intramuscular em dose única.
As lacunas são corretamente preenchidas, respectivamente, por:",0,,"PCR, Ceftriaxona.","Cultura bacteriana, Azitromicina.","Teste rápido imunocromatográfico,
Doxiciclina.","PCR, Amoxicilina.","Cultura bacteriana, Cefixima.",Iamspe,2024,Acesso Direto,A,"A questão aborda o diagnóstico e tratamento da gonorreia, uma infecção sexualmente transmissível causada pela Neisseria gonorrhoeae. O diagnóstico é confirmado principalmente por métodos de amplificação de ácidos nucleicos (NAATs), como o PCR, devido à sua alta sensibilidade e especificidade. O tratamento de primeira linha para gonorreia não complicada é feito com Ceftriaxona, um antibiótico cefalosporínico de terceira geração, administrado por via intramuscular em dose única. Portanto, a alternativa correta é a que preenche as lacunas com PCR e Ceftriaxona.",Clínica Médica,95,1,Infecções Sexualmente Transmissíveis (ISTs),Gonorreia: Diagnóstico e Tratamento,Infectologia,0
"Paciente feminina, 25 anos, com diagnóstico de Transtorno Depressivo Maior, inicia tratamento com Fluoxetina 20mg/dia. Qual o principal mecanismo de ação da Fluoxetina na melhora dos sintomas depressivos?",0,,"Inibição da recaptação de serotonina na fenda sináptica, aumentando sua disponibilidade.","Bloqueio dos receptores dopaminérgicos D2, reduzindo a atividade dopaminérgica.","Aumento da liberação de noradrenalina na fenda sináptica, promovendo efeito estimulante.","Inibição da enzima monoaminoxidase (MAO), aumentando a disponibilidade de neurotransmissores.","Potencialização da ação do GABA, principal neurotransmissor inibitório do sistema nervoso central.",Iamspe,2024,Acesso Direto,A,"A Fluoxetina é um Inibidor Seletivo da Recaptação de Serotonina (ISRS). Seu principal mecanismo de ação consiste em bloquear a recaptação da serotonina na fenda sináptica, aumentando a concentração desse neurotransmissor e, consequentemente, sua disponibilidade para se ligar aos receptores pós-sinápticos. Isso leva à melhora dos sintomas depressivos. As outras alternativas apresentam mecanismos de ação de outras classes de antidepressivos ou de outros fármacos utilizados em psiquiatria, mas não da Fluoxetina.",Clínica Médica,98,1,Transtornos do Humor,"Transtorno Depressivo Maior, Fluoxetina, Mecanismo de Ação",Psiquiatria,0
"Preencha corretamente as lacunas com os nomes dos fármacos associados às seguintes descrições:
1: Este medicamento é um potente inibidor da ciclooxigenase-1 (COX-1), reduzindo a síntese de prostaglandinas, sendo especialmente indicado em crises agudas de gota devido à sua ação anti-inflamatória de rápida resposta.
2: Este fármaco inibe ambas as isoformas da ciclooxigenase (COX-1 e COX-2) de forma não seletiva, possuindo uma longa meia-vida que o torna ideal para condições inflamatórias crônicas como artrite reumatoide e osteoartrite.
As lacunas são corretamente preenchidas, respectivamente, por:",0,,"Piroxicam, Indometacina.","Celecoxibe, Indometacina.","Naproxeno, Piroxicam.","Indometacina, Piroxicam.","Diclofenaco, Naproxeno.",Iamspe,2024,Acesso Direto,D,"A questão aborda o uso de AINEs, especificamente inibidores da COX, no tratamento de condições inflamatórias. A indometacina é um potente inibidor da COX-1, frequentemente utilizado em crises agudas de gota devido à sua rápida ação anti-inflamatória. O piroxicam é um AINE não seletivo com uma meia-vida longa, adequado para o tratamento de condições inflamatórias crônicas como artrite reumatoide e osteoartrite. Portanto, a alternativa correta é a D.",Clínica Médica,95,1,Anti-inflamatórios Não Esteroidais (AINEs),"Inibidores da COX, Gota, Artrite",Reumatologia,0
"No diagnóstico de insuficiência hepática aguda, o exame laboratorial que fornece uma medida direta da capacidade sintética do fígado eé fundamental para avaliar o prognóstico é:",0,,Dosagem do tempo de protrombina (TP) e cálculo do INR.,Dosagem de bilirrubina direta e indireta.,Níveis séricos de aspartato aminotransferase (AST) e alanina aminotransferase (ALT).,Albumina sérica.,Ultrassonografia abdominal com Doppler de vasos hepáticos.,Iamspe,2024,Acesso Direto,A,"A insuficiência hepática aguda (IHA) é caracterizada por necrose hepatocelular maciça e disfunção hepática grave, levando a encefalopatia hepática e coagulopatia em pacientes sem doença hepática preexistente. A avaliação da função sintética do fígado é crucial no diagnóstico e prognóstico da IHA. O tempo de protrombina (TP) e o INR (International Normalized Ratio) são medidas diretas da capacidade do fígado de produzir fatores de coagulação, refletindo a função sintética hepática. A dosagem de bilirrubinas avalia a capacidade de metabolização e excreção da bilirrubina, mas não reflete diretamente a função sintética. AST e ALT são enzimas que indicam dano hepatocelular, mas não avaliam a função sintética. A albumina sérica tem uma meia-vida longa e pode não refletir a função hepática aguda. A ultrassonografia com Doppler avalia a estrutura e o fluxo sanguíneo do fígado, mas não a função sintética.",Clínica Médica,98,1,Insuficiência Hepática Aguda,Diagnóstico Laboratorial e Prognóstico,Gastroenterologia/Hepatologia,0
O paciente de 35 anos apresenta gastrite crônica associada à infecção por Helicobacter pylori. Qual é o regime terapêutico recomendado?,0,,"Claritromicina 500mg + Metronidazol 500mg + Lansoprazol 30mg, durante 10 dias.","Amoxicilina 1g + Metronidazol 500mg + Pantoprazol 40mg, durante 14 dias.","Levofloxacino 500mg + Amoxicilina 1g + Esomeprazol 40mg, durante 10 dias.","Claritromicina 500mg + Amoxicilina 1g + Omeprazol 20mg, durante 7 dias.","Amoxicilina 1g + Claritromicina 500mg + Omeprazol 20mg, durante 14 dias.",Iamspe,2024,Acesso Direto,E,"O tratamento de erradicação do *Helicobacter pylori* geralmente envolve uma combinação de antibióticos e um inibidor da bomba de prótons (IBP). A escolha do regime terapêutico depende de fatores como a prevalência de resistência antibiótica na região e a história de uso de antibióticos pelo paciente. 

A alternativa **E) Amoxicilina 1g + Claritromicina 500mg + Omeprazol 20mg, durante 14 dias** representa uma terapia tripla padrão, que é uma opção comum para o tratamento de primeira linha da infecção por *H. pylori*. A duração de 14 dias é preferível a 7 dias para aumentar a taxa de erradicação. As outras alternativas apresentam combinações menos comuns ou durações inadequadas.

*   A) Claritromicina 500mg + Metronidazol 500mg + Lansoprazol 30mg, durante 10 dias: Metronidazol é usado em casos de resistência à amoxicilina, não como primeira linha.
*   B) Amoxicilina 1g + Metronidazol 500mg + Pantoprazol 40mg, durante 14 dias: Metronidazol é usado em casos de resistência à claritromicina, não como primeira linha.
*   C) Levofloxacino 500mg + Amoxicilina 1g + Esomeprazol 40mg, durante 10 dias: Levofloxacino é usado como resgate, não como primeira linha.
*   D) Claritromicina 500mg + Amoxicilina 1g + Omeprazol 20mg, durante 7 dias: A duração de 7 dias é subótima.",Clínica Médica,95,1,Infecção por Helicobacter pylori,Tratamento de erradicação,Gastroenterologia,0
"Na administração de insulina Lantus (glargina) em pacientes com Diabetes Tipo 1, qual das seguintes afirmações descreve corretamente seu mecanismo de ação e aplicação clínica?",0,,"A insulina Lantus é uma insulina de ação rápida que atinge seu pico de ação em 30 minutos, sendo ideal para controle glicêmico pós-prandial imediato.","A insulina Lantus é uma insulina basal de ação prolongada que fornece níveis constantes de insulina por aproximadamente 24 horas, sem picos pronunciados, auxiliando no controle glicêmico basal.",A insulina Lantus é uma insulina de ação intermediária que deve ser administrada duas vezes ao dia para manter o controle glicêmico basal.,A insulina Lantus é um análogo de insulina que deve ser misturado com insulina de ação rápida para alcançar um efeito prolongado e um controle glicêmico pós-prandial.,"A insulina Lantus é uma insulina de ação ultra-rápida que atinge seu pico de ação em menos de 15 minutos, sendo ideal para correção rápida de hiperglicemia.",Iamspe,2024,Acesso Direto,B,"A insulina Lantus (glargina) é um análogo de insulina basal de ação prolongada. Ela é projetada para fornecer uma liberação lenta e constante de insulina ao longo de aproximadamente 24 horas, sem picos pronunciados. Isso ajuda a manter os níveis de glicose no sangue estáveis entre as refeições e durante a noite, imitando a secreção basal de insulina em indivíduos não diabéticos. Portanto, a alternativa correta é a B. As outras alternativas descrevem características de outros tipos de insulina (ação rápida, intermediária ou ultra-rápida) ou abordam combinações inadequadas para o uso da Lantus.",Clínica Médica,98,1,Diabetes Mellitus,Insulina Glargina (Lantus),Endocrinologia,0
"Na avaliação clínica de um paciente com doença renal crônica, a presença de anemia está associada à/ao:",0,,Déficit de ferro decorrente de perda sanguínea oculta.,Elevação dos níveis de ureia e creatinina séricos.,Redução da produção de eritropoietina pelo rim.,"Distúrbios eletrolíticos, como hipercalemia e hiponatremia.",Aumento da pressão arterial sistêmica e risco cardiovascular.,Iamspe,2024,Acesso Direto,C,"A anemia na Doença Renal Crônica (DRC) está primariamente associada à redução da produção de eritropoietina (EPO) pelos rins. A EPO é um hormônio produzido pelos rins que estimula a medula óssea a produzir glóbulos vermelhos. Na DRC, a função renal diminuída leva a uma menor produção de EPO, resultando em anemia. As outras alternativas são menos diretamente relacionadas: A) Déficit de ferro pode contribuir para a anemia, mas não é a causa primária na DRC. B) Ureia e creatinina elevadas são marcadores de DRC, mas não causam diretamente a anemia. D) Distúrbios eletrolíticos podem ocorrer na DRC, mas não são a principal causa da anemia. E) Hipertensão e risco cardiovascular são comuns na DRC, mas não são a causa direta da anemia.",Clínica Médica,98,1,Doença Renal Crônica,Anemia na DRC,Nefrologia,0
"Na fisiopatogenia da asma brônquica, diversos mecanismos imunológicos e inflamatórios contribuem para a obstrução das vias aéreas. Qual das seguintes afirmações melhor descreve um dos principais mecanismos envolvidos na resposta asmática?",0,,A ativação de linfócitos T CD4+ do tipo Th1 é predominante e leva à produção de citocinas inflamatórias que causam broncoconstrição.,"A liberação de mediadores inflamatórios pelos mastócitos, como histamina e leucotrienos, resulta em broncoconstrição e aumento da permeabilidade vascular.","A presença de neutrófilos é a principal característica da inflamação nas vias aéreas, contribuindo para a remodelação crônica das mesmas.",A produção de IgG em resposta a alérgenos é o principal fator que desencadeia a hiperresponsividade brônquica.,O aumento da secreção de muco é exclusivamente causado pela ativação de linfócitos T CD4+ do tipo Th17.,Iamspe,2024,Acesso Direto,B,"A fisiopatogenia da asma envolve uma complexa interação de mecanismos imunológicos e inflamatórios. A alternativa correta é a B, pois a liberação de mediadores inflamatórios pelos mastócitos, como histamina e leucotrienos, é um evento central na resposta asmática. Esses mediadores causam broncoconstrição, aumento da permeabilidade vascular e edema das vias aéreas. A alternativa A está incorreta porque, embora os linfócitos T CD4+ desempenhem um papel na asma, a resposta Th2 é mais predominante do que a Th1. A alternativa C está incorreta porque, embora os neutrófilos possam estar presentes em alguns casos de asma, eles não são a principal característica da inflamação. A alternativa D está incorreta porque a IgE, e não a IgG, é a principal imunoglobulina envolvida na resposta alérgica na asma. A alternativa E está incorreta porque o aumento da secreção de muco é influenciado por vários fatores, incluindo a ação de citocinas produzidas por células Th2, além de outros estímulos inflamatórios.",Clínica Médica,95,1,Asma Brônquica,Fisiopatogenia da Asma,Pneumologia,0
"Uma paciente de 73 anos apresentou dor abdominal no hipocôndrio direito há seis dias, associada a mudança no padrão alimentar e perda de peso. Ao dar entrada no pronto-socorro, os exames laboratoriais mostraram os seguintes resultados: Hemoglobina 12,3 g/dL, leucócitos 12.630/mm³, bilirrubina total 1,3 mg/dL, bilirrubina direta 0,94 mg/dL, INR 1,0, fosfatase alcalina 215 U/L, GGT 748 U/L, amilase 97 U/L, ALT (TGP) 676 U/L, AST (TGO) 349 U/L, PCR 13,7 mg/L (VR<1,0), ureia 50 mg/dL e creatinina 1,25 mg/dL.
Foi submetida à colecistectomia videolaparoscópica e optou-se por realizar uma colangiografia intraoperatória que resultou na imagem a seguir.",1,extracted_images/pdf_P2410131419__pg7__q21__enunciado.jpg,Tumor de papila.,Lesão de via biliar.,Coledocolitíase.,Sem alterações.,Colangite.,Iamspe,2024,Acesso Direto,C,"A imagem da colangiografia intraoperatória demonstra uma obstrução abrupta do fluxo biliar, com dilatação da via biliar proximal à obstrução e presença de cálculos no interior do colédoco. Os dados clínicos da paciente (dor abdominal, alteração do padrão alimentar, perda de peso, elevação de enzimas canaliculares e PCR) são compatíveis com obstrução biliar. A colangiografia intraoperatória confirma a presença de coledocolitíase, que é a causa mais provável da obstrução. As outras alternativas são menos prováveis, pois não há sinais de tumor de papila, lesão de via biliar ou colangite na imagem. A alternativa 'Sem alterações' é incorreta, pois há clara evidência de obstrução e cálculos.",Cirurgia,95,1,Vias Biliares,Colangiografia Intraoperatória,Cirurgia do Aparelho Digestivo,0
